S	-10mV	0mV	10mV	20mV	30mV	40mV
0.5436	9.2704e-12	3.7502e-11	8.4696e-11	1.2636e-10	1.76e-10	2.2972e-10
0.544	9.216e-12	3.748e-11	8.474e-11	1.264e-10	1.76e-10	2.298e-10
0.5444	9.16159999999999e-12	3.7458e-11	8.4784e-11	1.2644e-10	1.76e-10	2.2988e-10
0.5448	9.10719999999999e-12	3.7436e-11	8.4828e-11	1.2648e-10	1.76e-10	2.2996e-10
0.5452	9.05279999999999e-12	3.7414e-11	8.4872e-11	1.2652e-10	1.76e-10	2.3004e-10
0.5456	8.9984e-12	3.7392e-11	8.4916e-11	1.2656e-10	1.76e-10	2.3012e-10
0.546	8.944e-12	3.737e-11	8.496e-11	1.266e-10	1.76e-10	2.302e-10
0.5464	8.88959999999999e-12	3.7348e-11	8.5004e-11	1.2664e-10	1.76e-10	2.3028e-10
0.5468	8.83519999999999e-12	3.7326e-11	8.5048e-11	1.2668e-10	1.76e-10	2.3036e-10
0.5472	8.78079999999999e-12	3.7304e-11	8.5092e-11	1.2672e-10	1.76e-10	2.3044e-10
0.5476	8.7264e-12	3.7282e-11	8.5136e-11	1.2676e-10	1.76e-10	2.3052e-10
0.548	8.672e-12	3.726e-11	8.518e-11	1.268e-10	1.76e-10	2.306e-10
0.5484	8.61759999999999e-12	3.7238e-11	8.5224e-11	1.2684e-10	1.76e-10	2.3068e-10
0.5488	8.56319999999999e-12	3.7216e-11	8.5268e-11	1.2688e-10	1.76e-10	2.3076e-10
0.5492	8.50879999999999e-12	3.7194e-11	8.5312e-11	1.2692e-10	1.76e-10	2.3084e-10
0.5496	8.4544e-12	3.7172e-11	8.5356e-11	1.2696e-10	1.76e-10	2.3092e-10
0.55	8.4e-12	3.715e-11	8.54e-11	1.27e-10	1.76e-10	2.31e-10
0.5504	8.35679999999999e-12	3.7128e-11	8.5452e-11	1.2712e-10	1.76e-10	2.3092e-10
0.5508	8.31359999999999e-12	3.7106e-11	8.5504e-11	1.2724e-10	1.76e-10	2.3084e-10
0.5512	8.27039999999999e-12	3.7084e-11	8.5556e-11	1.2736e-10	1.76e-10	2.3076e-10
0.5516	8.2272e-12	3.7062e-11	8.5608e-11	1.2748e-10	1.76e-10	2.3068e-10
0.552	8.184e-12	3.704e-11	8.566e-11	1.276e-10	1.76e-10	2.306e-10
0.5524	8.14079999999999e-12	3.7018e-11	8.5712e-11	1.2772e-10	1.76e-10	2.3052e-10
0.5528	8.09759999999999e-12	3.6996e-11	8.5764e-11	1.2784e-10	1.76e-10	2.3044e-10
0.5532	8.0544e-12	3.6974e-11	8.5816e-11	1.2796e-10	1.76e-10	2.3036e-10
0.5536	8.0112e-12	3.6952e-11	8.5868e-11	1.2808e-10	1.76e-10	2.3028e-10
0.554	7.968e-12	3.693e-11	8.592e-11	1.282e-10	1.76e-10	2.302e-10
0.5544	7.92479999999999e-12	3.6908e-11	8.5972e-11	1.2832e-10	1.76e-10	2.3012e-10
0.5548	7.88159999999999e-12	3.6886e-11	8.6024e-11	1.2844e-10	1.76e-10	2.3004e-10
0.5552	7.8384e-12	3.6864e-11	8.6076e-11	1.2856e-10	1.76e-10	2.2996e-10
0.5556	7.7952e-12	3.6842e-11	8.6128e-11	1.2868e-10	1.76e-10	2.2988e-10
0.556	7.752e-12	3.682e-11	8.618e-11	1.288e-10	1.76e-10	2.298e-10
0.5564	7.70879999999999e-12	3.6798e-11	8.6232e-11	1.2892e-10	1.76e-10	2.2972e-10
0.5568	7.66559999999999e-12	3.6776e-11	8.6284e-11	1.2904e-10	1.76e-10	2.2964e-10
0.5572	7.62239999999999e-12	3.6754e-11	8.6336e-11	1.2916e-10	1.76e-10	2.2956e-10
0.5576	7.5792e-12	3.6732e-11	8.6388e-11	1.2928e-10	1.76e-10	2.2948e-10
0.558	7.536e-12	3.671e-11	8.644e-11	1.294e-10	1.76e-10	2.294e-10
0.5584	7.49279999999999e-12	3.6688e-11	8.6492e-11	1.2952e-10	1.76e-10	2.2932e-10
0.5588	7.44959999999999e-12	3.6666e-11	8.6544e-11	1.2964e-10	1.76e-10	2.2924e-10
0.5592	7.40639999999999e-12	3.6644e-11	8.6596e-11	1.2976e-10	1.76e-10	2.2916e-10
0.5596	7.3632e-12	3.6622e-11	8.6648e-11	1.2988e-10	1.76e-10	2.2908e-10
0.56	7.32e-12	3.66e-11	8.67e-11	1.3e-10	1.76e-10	2.29e-10
0.5604	7.32e-12	3.6544e-11	8.6648e-11	1.3e-10	1.7588e-10	2.29e-10
0.5608	7.32e-12	3.6488e-11	8.6596e-11	1.3e-10	1.7576e-10	2.29e-10
0.5612	7.32e-12	3.6432e-11	8.6544e-11	1.3e-10	1.7564e-10	2.29e-10
0.5616	7.32e-12	3.6376e-11	8.6492e-11	1.3e-10	1.7552e-10	2.29e-10
0.562	7.32e-12	3.632e-11	8.644e-11	1.3e-10	1.754e-10	2.29e-10
0.5624	7.32e-12	3.6264e-11	8.6388e-11	1.3e-10	1.7528e-10	2.29e-10
0.5628	7.32e-12	3.6208e-11	8.6336e-11	1.3e-10	1.7516e-10	2.29e-10
0.5632	7.32e-12	3.6152e-11	8.6284e-11	1.3e-10	1.7504e-10	2.29e-10
0.5636	7.32e-12	3.6096e-11	8.6232e-11	1.3e-10	1.7492e-10	2.29e-10
0.564	7.32e-12	3.604e-11	8.618e-11	1.3e-10	1.748e-10	2.29e-10
0.5644	7.32e-12	3.5984e-11	8.6128e-11	1.3e-10	1.7468e-10	2.29e-10
0.5648	7.32e-12	3.5928e-11	8.6076e-11	1.3e-10	1.7456e-10	2.29e-10
0.5652	7.32e-12	3.5872e-11	8.6024e-11	1.3e-10	1.7444e-10	2.29e-10
0.5656	7.32e-12	3.5816e-11	8.5972e-11	1.3e-10	1.7432e-10	2.29e-10
0.566	7.32e-12	3.576e-11	8.592e-11	1.3e-10	1.742e-10	2.29e-10
0.5664	7.32e-12	3.5704e-11	8.5868e-11	1.3e-10	1.7408e-10	2.29e-10
0.5668	7.32e-12	3.5648e-11	8.5816e-11	1.3e-10	1.7396e-10	2.29e-10
0.5672	7.32e-12	3.5592e-11	8.5764e-11	1.3e-10	1.7384e-10	2.29e-10
0.5676	7.32e-12	3.5536e-11	8.5712e-11	1.3e-10	1.7372e-10	2.29e-10
0.568	7.32e-12	3.548e-11	8.566e-11	1.3e-10	1.736e-10	2.29e-10
0.5684	7.32e-12	3.5424e-11	8.5608e-11	1.3e-10	1.7348e-10	2.29e-10
0.5688	7.32e-12	3.5368e-11	8.5556e-11	1.3e-10	1.7336e-10	2.29e-10
0.5692	7.32e-12	3.5312e-11	8.5504e-11	1.3e-10	1.7324e-10	2.29e-10
0.5696	7.32e-12	3.5256e-11	8.5452e-11	1.3e-10	1.7312e-10	2.29e-10
0.57	7.32e-12	3.52e-11	8.54e-11	1.3e-10	1.73e-10	2.29e-10
0.5704	7.27639999999999e-12	3.5156e-11	8.53e-11	1.3e-10	1.73e-10	2.2896e-10
0.5708	7.23279999999999e-12	3.5112e-11	8.52e-11	1.3e-10	1.73e-10	2.2892e-10
0.5712	7.1892e-12	3.5068e-11	8.51e-11	1.3e-10	1.73e-10	2.2888e-10
0.5716	7.1456e-12	3.5024e-11	8.5e-11	1.3e-10	1.73e-10	2.2884e-10
0.572	7.102e-12	3.498e-11	8.49e-11	1.3e-10	1.73e-10	2.288e-10
0.5724	7.05839999999999e-12	3.4936e-11	8.48e-11	1.3e-10	1.73e-10	2.2876e-10
0.5728	7.01479999999999e-12	3.4892e-11	8.47e-11	1.3e-10	1.73e-10	2.2872e-10
0.5732	6.9712e-12	3.4848e-11	8.46e-11	1.3e-10	1.73e-10	2.2868e-10
0.5736	6.9276e-12	3.4804e-11	8.45e-11	1.3e-10	1.73e-10	2.2864e-10
0.574	6.884e-12	3.476e-11	8.44e-11	1.3e-10	1.73e-10	2.286e-10
0.5744	6.84039999999999e-12	3.4716e-11	8.43e-11	1.3e-10	1.73e-10	2.2856e-10
0.5748	6.79679999999999e-12	3.4672e-11	8.42e-11	1.3e-10	1.73e-10	2.2852e-10
0.5752	6.7532e-12	3.4628e-11	8.41e-11	1.3e-10	1.73e-10	2.2848e-10
0.5756	6.7096e-12	3.4584e-11	8.4e-11	1.3e-10	1.73e-10	2.2844e-10
0.576	6.666e-12	3.454e-11	8.39e-11	1.3e-10	1.73e-10	2.284e-10
0.5764	6.62239999999999e-12	3.4496e-11	8.38e-11	1.3e-10	1.73e-10	2.2836e-10
0.5768	6.57879999999999e-12	3.4452e-11	8.37e-11	1.3e-10	1.73e-10	2.2832e-10
0.5772	6.5352e-12	3.4408e-11	8.36e-11	1.3e-10	1.73e-10	2.2828e-10
0.5776	6.4916e-12	3.4364e-11	8.35e-11	1.3e-10	1.73e-10	2.2824e-10
0.578	6.448e-12	3.432e-11	8.34e-11	1.3e-10	1.73e-10	2.282e-10
0.5784	6.40439999999999e-12	3.4276e-11	8.33e-11	1.3e-10	1.73e-10	2.2816e-10
0.5788	6.36079999999999e-12	3.4232e-11	8.32e-11	1.3e-10	1.73e-10	2.2812e-10
0.5792	6.31719999999999e-12	3.4188e-11	8.31e-11	1.3e-10	1.73e-10	2.2808e-10
0.5796	6.2736e-12	3.4144e-11	8.3e-11	1.3e-10	1.73e-10	2.2804e-10
0.58	6.23e-12	3.41e-11	8.29e-11	1.3e-10	1.73e-10	2.28e-10
0.5804	6.27360000000001e-12	3.42e-11	8.2748e-11	1.2988e-10	1.7304e-10	2.2792e-10
0.5808	6.31720000000001e-12	3.43e-11	8.2596e-11	1.2976e-10	1.7308e-10	2.2784e-10
0.5812	6.3608e-12	3.44e-11	8.2444e-11	1.2964e-10	1.7312e-10	2.2776e-10
0.5816	6.4044e-12	3.45e-11	8.2292e-11	1.2952e-10	1.7316e-10	2.2768e-10
0.582	6.448e-12	3.46e-11	8.214e-11	1.294e-10	1.732e-10	2.276e-10
0.5824	6.49160000000001e-12	3.47e-11	8.1988e-11	1.2928e-10	1.7324e-10	2.2752e-10
0.5828	6.53520000000001e-12	3.48e-11	8.1836e-11	1.2916e-10	1.7328e-10	2.2744e-10
0.5832	6.57880000000001e-12	3.49e-11	8.1684e-11	1.2904e-10	1.7332e-10	2.2736e-10
0.5836	6.6224e-12	3.5e-11	8.1532e-11	1.2892e-10	1.7336e-10	2.2728e-10
0.584	6.666e-12	3.51e-11	8.138e-11	1.288e-10	1.734e-10	2.272e-10
0.5844	6.70960000000001e-12	3.52e-11	8.1228e-11	1.2868e-10	1.7344e-10	2.2712e-10
0.5848	6.75320000000001e-12	3.53e-11	8.1076e-11	1.2856e-10	1.7348e-10	2.2704e-10
0.5852	6.79680000000001e-12	3.54e-11	8.0924e-11	1.2844e-10	1.7352e-10	2.2696e-10
0.5856	6.8404e-12	3.55e-11	8.0772e-11	1.2832e-10	1.7356e-10	2.2688e-10
0.586	6.884e-12	3.56e-11	8.062e-11	1.282e-10	1.736e-10	2.268e-10
0.5864	6.92760000000001e-12	3.57e-11	8.0468e-11	1.2808e-10	1.7364e-10	2.2672e-10
0.5868	6.97120000000001e-12	3.58e-11	8.0316e-11	1.2796e-10	1.7368e-10	2.2664e-10
0.5872	7.01480000000001e-12	3.59e-11	8.0164e-11	1.2784e-10	1.7372e-10	2.2656e-10
0.5876	7.0584e-12	3.6e-11	8.0012e-11	1.2772e-10	1.7376e-10	2.2648e-10
0.588	7.102e-12	3.61e-11	7.986e-11	1.276e-10	1.738e-10	2.264e-10
0.5884	7.14560000000001e-12	3.62e-11	7.9708e-11	1.2748e-10	1.7384e-10	2.2632e-10
0.5888	7.18920000000001e-12	3.63e-11	7.9556e-11	1.2736e-10	1.7388e-10	2.2624e-10
0.5892	7.23280000000001e-12	3.64e-11	7.9404e-11	1.2724e-10	1.7392e-10	2.2616e-10
0.5896	7.2764e-12	3.65e-11	7.9252e-11	1.2712e-10	1.7396e-10	2.2608e-10
0.59	7.32e-12	3.66e-11	7.91e-11	1.27e-10	1.74e-10	2.26e-10
0.5904	7.32e-12	3.66e-11	7.9112e-11	1.2704e-10	1.7408e-10	2.2592e-10
0.5908	7.32e-12	3.66e-11	7.9124e-11	1.2708e-10	1.7416e-10	2.2584e-10
0.5912	7.32e-12	3.66e-11	7.9136e-11	1.2712e-10	1.7424e-10	2.2576e-10
0.5916	7.32e-12	3.66e-11	7.9148e-11	1.2716e-10	1.7432e-10	2.2568e-10
0.592	7.32e-12	3.66e-11	7.916e-11	1.272e-10	1.744e-10	2.256e-10
0.5924	7.32e-12	3.66e-11	7.9172e-11	1.2724e-10	1.7448e-10	2.2552e-10
0.5928	7.32e-12	3.66e-11	7.9184e-11	1.2728e-10	1.7456e-10	2.2544e-10
0.5932	7.32e-12	3.66e-11	7.9196e-11	1.2732e-10	1.7464e-10	2.2536e-10
0.5936	7.32e-12	3.66e-11	7.9208e-11	1.2736e-10	1.7472e-10	2.2528e-10
0.594	7.32e-12	3.66e-11	7.922e-11	1.274e-10	1.748e-10	2.252e-10
0.5944	7.32e-12	3.66e-11	7.9232e-11	1.2744e-10	1.7488e-10	2.2512e-10
0.5948	7.32e-12	3.66e-11	7.9244e-11	1.2748e-10	1.7496e-10	2.2504e-10
0.5952	7.32e-12	3.66e-11	7.9256e-11	1.2752e-10	1.7504e-10	2.2496e-10
0.5956	7.32e-12	3.66e-11	7.9268e-11	1.2756e-10	1.7512e-10	2.2488e-10
0.596	7.32e-12	3.66e-11	7.928e-11	1.276e-10	1.752e-10	2.248e-10
0.5964	7.32e-12	3.66e-11	7.9292e-11	1.2764e-10	1.7528e-10	2.2472e-10
0.5968	7.32e-12	3.66e-11	7.9304e-11	1.2768e-10	1.7536e-10	2.2464e-10
0.5972	7.32e-12	3.66e-11	7.9316e-11	1.2772e-10	1.7544e-10	2.2456e-10
0.5976	7.32e-12	3.66e-11	7.9328e-11	1.2776e-10	1.7552e-10	2.2448e-10
0.598	7.32e-12	3.66e-11	7.934e-11	1.278e-10	1.756e-10	2.244e-10
0.5984	7.32e-12	3.66e-11	7.9352e-11	1.2784e-10	1.7568e-10	2.2432e-10
0.5988	7.32e-12	3.66e-11	7.9364e-11	1.2788e-10	1.7576e-10	2.2424e-10
0.5992	7.32e-12	3.66e-11	7.9376e-11	1.2792e-10	1.7584e-10	2.2416e-10
0.5996	7.32e-12	3.66e-11	7.9388e-11	1.2796e-10	1.7592e-10	2.2408e-10
0.6	7.32e-12	3.66e-11	7.94e-11	1.28e-10	1.76e-10	2.24e-10
0.6004	7.32e-12	3.66e-11	7.9444e-11	1.2808e-10	1.76e-10	2.24e-10
0.6008	7.32e-12	3.66e-11	7.9488e-11	1.2816e-10	1.76e-10	2.24e-10
0.6012	7.32e-12	3.66e-11	7.9532e-11	1.2824e-10	1.76e-10	2.24e-10
0.6016	7.32e-12	3.66e-11	7.9576e-11	1.2832e-10	1.76e-10	2.24e-10
0.602	7.32e-12	3.66e-11	7.962e-11	1.284e-10	1.76e-10	2.24e-10
0.6024	7.32e-12	3.66e-11	7.9664e-11	1.2848e-10	1.76e-10	2.24e-10
0.6028	7.32e-12	3.66e-11	7.9708e-11	1.2856e-10	1.76e-10	2.24e-10
0.6032	7.32e-12	3.66e-11	7.9752e-11	1.2864e-10	1.76e-10	2.24e-10
0.6036	7.32e-12	3.66e-11	7.9796e-11	1.2872e-10	1.76e-10	2.24e-10
0.604	7.32e-12	3.66e-11	7.984e-11	1.288e-10	1.76e-10	2.24e-10
0.6044	7.32e-12	3.66e-11	7.9884e-11	1.2888e-10	1.76e-10	2.24e-10
0.6048	7.32e-12	3.66e-11	7.9928e-11	1.2896e-10	1.76e-10	2.24e-10
0.6052	7.32e-12	3.66e-11	7.9972e-11	1.2904e-10	1.76e-10	2.24e-10
0.6056	7.32e-12	3.66e-11	8.0016e-11	1.2912e-10	1.76e-10	2.24e-10
0.606	7.32e-12	3.66e-11	8.006e-11	1.292e-10	1.76e-10	2.24e-10
0.6064	7.32e-12	3.66e-11	8.0104e-11	1.2928e-10	1.76e-10	2.24e-10
0.6068	7.32e-12	3.66e-11	8.0148e-11	1.2936e-10	1.76e-10	2.24e-10
0.6072	7.32e-12	3.66e-11	8.0192e-11	1.2944e-10	1.76e-10	2.24e-10
0.6076	7.32e-12	3.66e-11	8.0236e-11	1.2952e-10	1.76e-10	2.24e-10
0.608	7.32e-12	3.66e-11	8.028e-11	1.296e-10	1.76e-10	2.24e-10
0.6084	7.32e-12	3.66e-11	8.0324e-11	1.2968e-10	1.76e-10	2.24e-10
0.6088	7.32e-12	3.66e-11	8.0368e-11	1.2976e-10	1.76e-10	2.24e-10
0.6092	7.32e-12	3.66e-11	8.0412e-11	1.2984e-10	1.76e-10	2.24e-10
0.6096	7.32e-12	3.66e-11	8.0456e-11	1.2992e-10	1.76e-10	2.24e-10
0.61	7.32e-12	3.66e-11	8.05e-11	1.3e-10	1.76e-10	2.24e-10
0.6104	7.32e-12	3.65e-11	8.0596e-11	1.3008e-10	1.7604e-10	2.2388e-10
0.6108	7.32e-12	3.64e-11	8.0692e-11	1.3016e-10	1.7608e-10	2.2376e-10
0.6112	7.32e-12	3.63e-11	8.0788e-11	1.3024e-10	1.7612e-10	2.2364e-10
0.6116	7.32e-12	3.62e-11	8.0884e-11	1.3032e-10	1.7616e-10	2.2352e-10
0.612	7.32e-12	3.61e-11	8.098e-11	1.304e-10	1.762e-10	2.234e-10
0.6124	7.32e-12	3.6e-11	8.1076e-11	1.3048e-10	1.7624e-10	2.2328e-10
0.6128	7.32e-12	3.59e-11	8.1172e-11	1.3056e-10	1.7628e-10	2.2316e-10
0.6132	7.32e-12	3.58e-11	8.1268e-11	1.3064e-10	1.7632e-10	2.2304e-10
0.6136	7.32e-12	3.57e-11	8.1364e-11	1.3072e-10	1.7636e-10	2.2292e-10
0.614	7.32e-12	3.56e-11	8.146e-11	1.308e-10	1.764e-10	2.228e-10
0.6144	7.32e-12	3.55e-11	8.1556e-11	1.3088e-10	1.7644e-10	2.2268e-10
0.6148	7.32e-12	3.54e-11	8.1652e-11	1.3096e-10	1.7648e-10	2.2256e-10
0.6152	7.32e-12	3.53e-11	8.1748e-11	1.3104e-10	1.7652e-10	2.2244e-10
0.6156	7.32e-12	3.52e-11	8.1844e-11	1.3112e-10	1.7656e-10	2.2232e-10
0.616	7.32e-12	3.51e-11	8.194e-11	1.312e-10	1.766e-10	2.222e-10
0.6164	7.32e-12	3.5e-11	8.2036e-11	1.3128e-10	1.7664e-10	2.2208e-10
0.6168	7.32e-12	3.49e-11	8.2132e-11	1.3136e-10	1.7668e-10	2.2196e-10
0.6172	7.32e-12	3.48e-11	8.2228e-11	1.3144e-10	1.7672e-10	2.2184e-10
0.6176	7.32e-12	3.47e-11	8.2324e-11	1.3152e-10	1.7676e-10	2.2172e-10
0.618	7.32e-12	3.46e-11	8.242e-11	1.316e-10	1.768e-10	2.216e-10
0.6184	7.32e-12	3.45e-11	8.2516e-11	1.3168e-10	1.7684e-10	2.2148e-10
0.6188	7.32e-12	3.44e-11	8.2612e-11	1.3176e-10	1.7688e-10	2.2136e-10
0.6192	7.32e-12	3.43e-11	8.2708e-11	1.3184e-10	1.7692e-10	2.2124e-10
0.6196	7.32e-12	3.42e-11	8.2804e-11	1.3192e-10	1.7696e-10	2.2112e-10
0.62	7.32e-12	3.41e-11	8.29e-11	1.32e-10	1.77e-10	2.21e-10
0.6204	7.32e-12	3.40696e-11	8.2848e-11	1.3196e-10	1.772e-10	2.2096e-10
0.6208	7.32e-12	3.40392e-11	8.2796e-11	1.3192e-10	1.774e-10	2.2092e-10
0.6212	7.32e-12	3.40088e-11	8.2744e-11	1.3188e-10	1.776e-10	2.2088e-10
0.6216	7.32e-12	3.39784e-11	8.2692e-11	1.3184e-10	1.778e-10	2.2084e-10
0.622	7.32e-12	3.3948e-11	8.264e-11	1.318e-10	1.78e-10	2.208e-10
0.6224	7.32e-12	3.39176e-11	8.2588e-11	1.3176e-10	1.782e-10	2.2076e-10
0.6228	7.32e-12	3.38872e-11	8.2536e-11	1.3172e-10	1.784e-10	2.2072e-10
0.6232	7.32e-12	3.38568e-11	8.2484e-11	1.3168e-10	1.786e-10	2.2068e-10
0.6236	7.32e-12	3.38264e-11	8.2432e-11	1.3164e-10	1.788e-10	2.2064e-10
0.624	7.32e-12	3.3796e-11	8.238e-11	1.316e-10	1.79e-10	2.206e-10
0.6244	7.32e-12	3.37656e-11	8.2328e-11	1.3156e-10	1.792e-10	2.2056e-10
0.6248	7.32e-12	3.37352e-11	8.2276e-11	1.3152e-10	1.794e-10	2.2052e-10
0.6252	7.32e-12	3.37048e-11	8.2224e-11	1.3148e-10	1.796e-10	2.2048e-10
0.6256	7.32e-12	3.36744e-11	8.2172e-11	1.3144e-10	1.798e-10	2.2044e-10
0.626	7.32e-12	3.3644e-11	8.212e-11	1.314e-10	1.8e-10	2.204e-10
0.6264	7.32e-12	3.36136e-11	8.2068e-11	1.3136e-10	1.802e-10	2.2036e-10
0.6268	7.32e-12	3.35832e-11	8.2016e-11	1.3132e-10	1.804e-10	2.2032e-10
0.6272	7.32e-12	3.35528e-11	8.1964e-11	1.3128e-10	1.806e-10	2.2028e-10
0.6276	7.32e-12	3.35224e-11	8.1912e-11	1.3124e-10	1.808e-10	2.2024e-10
0.628	7.32e-12	3.3492e-11	8.186e-11	1.312e-10	1.81e-10	2.202e-10
0.6284	7.32e-12	3.34616e-11	8.1808e-11	1.3116e-10	1.812e-10	2.2016e-10
0.6288	7.32e-12	3.34312e-11	8.1756e-11	1.3112e-10	1.814e-10	2.2012e-10
0.6292	7.32e-12	3.34008e-11	8.1704e-11	1.3108e-10	1.816e-10	2.2008e-10
0.6296	7.32e-12	3.33704e-11	8.1652e-11	1.3104e-10	1.818e-10	2.2004e-10
0.63	7.32e-12	3.334e-11	8.16e-11	1.31e-10	1.82e-10	2.2e-10
0.6304	7.32e-12	3.33096e-11	8.16e-11	1.3084e-10	1.8168e-10	2.2008e-10
0.6308	7.32e-12	3.32792e-11	8.16e-11	1.3068e-10	1.8136e-10	2.2016e-10
0.6312	7.32e-12	3.32488e-11	8.16e-11	1.3052e-10	1.8104e-10	2.2024e-10
0.6316	7.32e-12	3.32184e-11	8.16e-11	1.3036e-10	1.8072e-10	2.2032e-10
0.632	7.32e-12	3.3188e-11	8.16e-11	1.302e-10	1.804e-10	2.204e-10
0.6324	7.32e-12	3.31576e-11	8.16e-11	1.3004e-10	1.8008e-10	2.2048e-10
0.6328	7.32e-12	3.31272e-11	8.16e-11	1.2988e-10	1.7976e-10	2.2056e-10
0.6332	7.32e-12	3.30968e-11	8.16e-11	1.2972e-10	1.7944e-10	2.2064e-10
0.6336	7.32e-12	3.30664e-11	8.16e-11	1.2956e-10	1.7912e-10	2.2072e-10
0.634	7.32e-12	3.3036e-11	8.16e-11	1.294e-10	1.788e-10	2.208e-10
0.6344	7.32e-12	3.30056e-11	8.16e-11	1.2924e-10	1.7848e-10	2.2088e-10
0.6348	7.32e-12	3.29752e-11	8.16e-11	1.2908e-10	1.7816e-10	2.2096e-10
0.6352	7.32e-12	3.29448e-11	8.16e-11	1.2892e-10	1.7784e-10	2.2104e-10
0.6356	7.32e-12	3.29144e-11	8.16e-11	1.2876e-10	1.7752e-10	2.2112e-10
0.636	7.32e-12	3.2884e-11	8.16e-11	1.286e-10	1.772e-10	2.212e-10
0.6364	7.32e-12	3.28536e-11	8.16e-11	1.2844e-10	1.7688e-10	2.2128e-10
0.6368	7.32e-12	3.28232e-11	8.16e-11	1.2828e-10	1.7656e-10	2.2136e-10
0.6372	7.32e-12	3.27928e-11	8.16e-11	1.2812e-10	1.7624e-10	2.2144e-10
0.6376	7.32e-12	3.27624e-11	8.16e-11	1.2796e-10	1.7592e-10	2.2152e-10
0.638	7.32e-12	3.2732e-11	8.16e-11	1.278e-10	1.756e-10	2.216e-10
0.6384	7.32e-12	3.27016e-11	8.16e-11	1.2764e-10	1.7528e-10	2.2168e-10
0.6388	7.32e-12	3.26712e-11	8.16e-11	1.2748e-10	1.7496e-10	2.2176e-10
0.6392	7.32e-12	3.26408e-11	8.16e-11	1.2732e-10	1.7464e-10	2.2184e-10
0.6396	7.32e-12	3.26104e-11	8.16e-11	1.2716e-10	1.7432e-10	2.2192e-10
0.64	7.32e-12	3.258e-11	8.16e-11	1.27e-10	1.74e-10	2.22e-10
0.6404	7.32e-12	3.25496e-11	8.1556e-11	1.27e-10	1.7384e-10	2.218e-10
0.6408	7.32e-12	3.25192e-11	8.1512e-11	1.27e-10	1.7368e-10	2.216e-10
0.6412	7.32e-12	3.24888e-11	8.1468e-11	1.27e-10	1.7352e-10	2.214e-10
0.6416	7.32e-12	3.24584e-11	8.1424e-11	1.27e-10	1.7336e-10	2.212e-10
0.642	7.32e-12	3.2428e-11	8.138e-11	1.27e-10	1.732e-10	2.21e-10
0.6424	7.32e-12	3.23976e-11	8.1336e-11	1.27e-10	1.7304e-10	2.208e-10
0.6428	7.32e-12	3.23672e-11	8.1292e-11	1.27e-10	1.7288e-10	2.206e-10
0.6432	7.32e-12	3.23368e-11	8.1248e-11	1.27e-10	1.7272e-10	2.204e-10
0.6436	7.32e-12	3.23064e-11	8.1204e-11	1.27e-10	1.7256e-10	2.202e-10
0.644	7.32e-12	3.2276e-11	8.116e-11	1.27e-10	1.724e-10	2.2e-10
0.6444	7.32e-12	3.22456e-11	8.1116e-11	1.27e-10	1.7224e-10	2.198e-10
0.6448	7.32e-12	3.22152e-11	8.1072e-11	1.27e-10	1.7208e-10	2.196e-10
0.6452	7.32e-12	3.21933333333333e-11	8.1028e-11	1.27e-10	1.7192e-10	2.194e-10
0.6456	7.32e-12	3.218e-11	8.0984e-11	1.27e-10	1.7176e-10	2.192e-10
0.646	7.32e-12	3.21666666666667e-11	8.094e-11	1.27e-10	1.716e-10	2.19e-10
0.6464	7.32e-12	3.21533333333333e-11	8.0896e-11	1.27e-10	1.7144e-10	2.188e-10
0.6468	7.32e-12	3.214e-11	8.0852e-11	1.27e-10	1.7128e-10	2.186e-10
0.6472	7.32e-12	3.21266666666667e-11	8.0808e-11	1.27e-10	1.7112e-10	2.184e-10
0.6476	7.32e-12	3.21133333333333e-11	8.0764e-11	1.27e-10	1.7096e-10	2.182e-10
0.648	7.32e-12	3.21e-11	8.072e-11	1.27e-10	1.708e-10	2.18e-10
0.6484	7.32e-12	3.20866666666667e-11	8.0676e-11	1.27e-10	1.7064e-10	2.178e-10
0.6488	7.32e-12	3.20733333333333e-11	8.0632e-11	1.27e-10	1.7048e-10	2.176e-10
0.6492	7.32e-12	3.206e-11	8.0588e-11	1.27e-10	1.7032e-10	2.174e-10
0.6496	7.32e-12	3.20466666666667e-11	8.0544e-11	1.27e-10	1.7016e-10	2.172e-10
0.65	7.32e-12	3.20333333333333e-11	8.05e-11	1.27e-10	1.7e-10	2.17e-10
0.6504	7.32e-12	3.202e-11	8.05e-11	1.2708e-10	1.6992e-10	2.1704e-10
0.6508	7.32e-12	3.20066666666667e-11	8.05e-11	1.2716e-10	1.6984e-10	2.1708e-10
0.6512	7.32e-12	3.19933333333333e-11	8.05e-11	1.2724e-10	1.6976e-10	2.1712e-10
0.6516	7.32e-12	3.198e-11	8.05e-11	1.2732e-10	1.6968e-10	2.1716e-10
0.652	7.32e-12	3.19666666666667e-11	8.05e-11	1.274e-10	1.696e-10	2.172e-10
0.6524	7.32e-12	3.19533333333333e-11	8.05e-11	1.2748e-10	1.6952e-10	2.1724e-10
0.6528	7.32e-12	3.194e-11	8.05e-11	1.2756e-10	1.6944e-10	2.1728e-10
0.6532	7.32e-12	3.19266666666667e-11	8.05e-11	1.2764e-10	1.6936e-10	2.1732e-10
0.6536	7.32e-12	3.19133333333333e-11	8.05e-11	1.2772e-10	1.6928e-10	2.1736e-10
